Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,Is Common Movie
Seabiscuit,2003,78,84.659,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks","In the midst of the Great Depression, a businessman (Jeff Bridges) coping with the tragic death of his son, a...",148715342,Drama,7.3,72,140,72390,TRUE
Rocky Balboa,2006,77,83.847,Sylvester Stallone,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes","Now long-retired, Rocky (Sylvester Stallone) runs a Philadelphia eatery and mourns the loss of his beloved wife, Adrian. Yearning to...",156229050,Drama,7.1,63,102,214035,FALSE
The Boxer,1997,80,84.011,Jim Sheridan,"Daniel Day-Lewis, Emily Watson, Brian Cox, Ken Stott",Rising teen boxer and Belfast native Danny Flynn (Daniel Day-Lewis) was imprisoned for 14 years after getting involved with the...,5896037,,,,,,FALSE
Beyond the Mat,1999,82,84.361,Barry W. Blaustein,"Terry Funk, Mick Foley, Jake Roberts, Vince McMahon","""Beyond the Mat,"" Barry Blaustein's honest, intimate, revealing, highly entertaining, and critically acclaimed behind-the-scenes look at wrestling, takes viewers beyond...",2047570,,,,,,FALSE
Miracle,2004,81,86.594,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann","When college coach Herb Brooks (Kurt Russell) is hired to helm the 1980 U.S. men's Olympic hockey team, he brings...",64474705,Drama,7.4,68,135,53878,FALSE
Invictus,2009,76,84.96,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng","Following the fall of apartheid, newly elected President Nelson Mandela (Morgan Freeman) faces a South Africa that is racially and...",124514011,Drama,7.3,74,134,158039,TRUE
Major League,1989,83,84.732,David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton","The new owner of the Cleveland Indians, former showgirl Rachel Phelps (Margaret Whitton), has a sweetheart deal to move the...",49793054,Comedy,7.2,62,107,68236,FALSE
Goon,2011,81,85.184,Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Marc-Andr¨¦ Grondin","Though a misfit among his brainy family members, Massachusetts bouncer Doug Glatt (Seann William Scott) has a knockout punch that...",7018603,Comedy,6.8,64,92,86871,FALSE
Pelotero,2011,86,85.369,Ross Finkel,John Alberto Leguizamo,Two Dominican baseball players face challenges as they try to make it to the Major Leagues....,,,,,,,FALSE
"McFarland, USA",2015,80,85.092,Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Michael Aguero",Track coach Jim White (Kevin Costner) is a newcomer to a predominantly Latino high-school in California's Central Valley. Coach White...,45707924,Drama,7.4,60,129,38437,FALSE
North Dallas Forty,1979,84,85.459,Ted Kotcheff,"Nick Nolte, Mac Davis, Charles Durning, Dayle Haddon",A brutal satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the...,19010710,Comedy,6.9,80,119,5297,FALSE
The Natural,1984,83,84.974,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger","On the way to a tryout with the Chicago Cubs, young baseball phenom Roy Hobbs (Robert Redford) is shot by...",47951979,Drama,7.4,61,138,48521,TRUE
The World's Fastest Indian,2005,82,86.898,Roger Donaldson,"Anthony Hopkins, Bruce Greenwood, Diane Ladd, Paul Rodriguez","New Zealander Burt Munro spent years perfecting his classic Indian motorcycle. The year is 1967, and Burt takes his machine...",18991288,Drama,7.8,68,127,54556,FALSE
The Armstrong Lie,2013,82,85.848,Alex Gibney,"Alex Gibney, Lance Armstrong, Reed Albergotti, Daniel Coyle","Filmmaker Alex Gibney chronicles Lance Armstrong's attempt to return to cycling, his admission of doping and subsequent fall from grace....",643885,,,,,,FALSE
Cinderella Man,2005,80,88.275,Ron Howard,"Russell Crowe, Ren¨¦e Zellweger, Paul Giamatti, Craig Bierko","During the Great Depression, ex-boxer James J. Braddock (Russell Crowe) works as a day laborer until his former manager Joe...",105021488,Drama,8,69,144,185420,TRUE
The Other Dream Team,2012,88,87.566,Marius A. Markevicius,,The story of Lithuania's 1992 Olympic basketball team whose athletes won the bronze medal....,314444,,,,,,FALSE
Looking for Eric,2009,85,88.537,Ken Loach,"Steve Evets, ?ric Cantona, Stephanie Bishop, Gerard Kearns","Ever since his wife (Stephanie Bishop) left him, Eric Bishop's (Steve Evets) life has fallen apart. His two teen sons...",10559972,,,,,,FALSE
The Rookie,2002,84,88.08,John Lee Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant",A true story about a coach who discovers that it's never too late for dreams to come true. Jim Morris...,80491516,Drama,8,,43,35026,FALSE
Slap Shot,1977,83,86.1,George Roy Hill,"Paul Newman, Michael Ontkean, Lindsay Crouse, Strother Martin","In the small New England town of Charlestown, the local mill is about to lay off 10,000 workers. The town's...",28000000,Drama,7.3,61,123,37133,FALSE
Downhill Racer,1969,85,85.283,Michael Ritchie,"Robert Redford, Gene Hackman, Camilla Sparv, Karl Michael Vogler","A smug and overly self-assured downhill skier, David Chappellet (Robert Redford), joins the American ski team and quickly makes waves...",,,,,,,FALSE
The Hurricane,1999,83,87.669,Norman Jewison,"Denzel Washington, Vicellous Reon Shannon, Deborah Kara Unger, Liev Schreiber","Denzel Washington is Rubin ""Hurricane"" Carter, a man whose dreams of winning the middleweight boxing title were destroyed when he...",73956241,,,,,,TRUE
Big Fan,2009,86,88.953,Robert D. Siegel,"Patton Oswalt, Kevin Corrigan, Marcia Jean Kurtz, Michael Rapaport","Paul Aufiero (Patton Oswalt), a parking-garage employee, is a huge fan of the New York Giants. He lives at home...",234540,,,,,,FALSE
Happy Valley,2014,89,88.603,Amir Bar-Lev,Joe Posnanski,"In 2011, longtime Penn State assistant football coach Jerry Sandusky is charged with multiple counts of child sex abuse, rocking...",67665,Drama,8.5,,58,38645,FALSE
Jerry Maguire,1996,84,89.238,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renee Zellweger, Kelly Preston","When slick sports agent Jerry Maguire (Tom Cruise) has a crisis of conscience, he pens a heartfelt company-wide memo that...",273552592,Comedy,7.3,77,139,259927,TRUE
Early Man,2018,80,90.504,Nick Park,"Eddie Redmayne, Tom Hiddleston, Maisie Williams, Miriam Margolyes","A plucky cave man named Dug, his sidekick Hognob and the rest of their tribe face a grave threat to...",45285890,Adventure,6.1,68,89,21905,FALSE
42,2013,81,88.09,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1946, Branch Rickey (Harrison Ford), legendary manager of the Brooklyn Dodgers, defies major league baseball's notorious color barrier by...",97470701,Drama,7.5,62,128,93616,FALSE
Fire in Babylon,2010,91,91.047,Stevan Riley,"Colin Croft, Joel Garner, Tony Greig, Desmond Haynes",Capt. Clive Lloyd transforms his 1970s-era West Indies cricket team into champions who dominate the sport for many years afterward....,,,,,,,FALSE
Chariots of Fire,1981,82,87.779,Hugh Hudson,"Ben Cross, Ian Charleson, John Gielgud, Nigel Havers","In the class-obsessed and religiously divided United Kingdom of the early 1920s, two determined young runners train for the 1924...",61910507,Drama,7.1,78,125,59509,TRUE
Tyson,2008,85,90.984,James Toback,Mike Tyson,Former heavyweight boxing champion Mike Tyson reflects on his tumultuous life both in and out of the ring. Filmmaker James...,967296,,,,,,FALSE
Bend It Like Beckham,2002,85,90.642,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Anupam Kher, Archie Panjabi","Jess Bhamra (Parminder Nagra), the daughter of a strict Indian couple (Anupam Kher, Shaheen Khan) in London, is not permitted...",,Comedy,6.7,66,112,109760,FALSE
The Heart of the Game,2005,87,90.888,Ward Serrill,,"Filmed over a period of seven years, director Ward Serrill profiles Bill Resler, a university professor who coaches a basketball...",446631,,,,,,FALSE
Warrior,2011,84,90.875,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison","An estranged family finds redemption in the unlikeliest of places: the MMA ring. Tommy (Tom Hardy), an ex-Marine with a...",24215385,Drama,8.2,71,140,463431,TRUE
Eight Men Out,1988,86,89.163,John Sayles,"John Cusack, Clifton James, Michael Lerner, Christopher Lloyd","The Chicago White Sox, who are set to play the Cincinnati Reds in the World Series of 1919, are at...",5680515,,,,,,FALSE
Eddie the Eagle,2016,81,94.066,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Jo Hartley, Tom Costello","Cut from the Olympic ski team, British athlete Michael ""Eddie"" Edwards travels to Germany to test his skills at ski...",45060480,Comedy,7.3,54,106,92116,FALSE
Whip It,2009,85,92.214,Drew Barrymore,"Ellen Page, Marcia Gay Harden, Kristen Wiig, Drew Barrymore",Bliss Cavendar lives in small-town Texas and yearns to break free of her mother's world of beauty pageants and conformity....,18889972,Drama,6.9,68,111,66926,FALSE
Meru,2015,88,90.527,Jimmy Chin,"Jon Krakauer, Jimmy Chin, Renan Ozturk, Grace Chin",Three elite climbers fight through obsession and loss as they struggle to climb Mount Meru....,2350820,,,,,,FALSE
John McEnroe: In the Realm of Perfection,2018,90,92.315,Julien Faraut,"Mathieu Amalric, John McEnroe",Archival footage showcases top-ranked tennis player John McEnroe competing in the 1984 French Open at Roland Garros Stadium in France....,,,,,,,FALSE
Up for Grabs,2004,92,92.316,Michael Wranovics,,"During the final leg of Major League Baseball's 2001 season, Giants batter Barry Bonds scores a historic 73rd home run...",,,,,,,FALSE
Girlfight,2000,88,91.533,Karyn Kusama,"Michelle Rodriguez, Jaime Tirelli, Paul Calderon, Santiago Douglas","Newcomer Michelle Rodriguez in an astounding performance alongside Jaime Tirelli, Paul Calderon and Santiago Douglas. Nothing comes easy for Diana...",1523941,,,,,,FALSE
Field of Dreams,1989,87,91.877,Phil Alden Robinson,"Kevin Costner, Amy Madigan, James Earl Jones, Gaby Hoffman","When Iowa farmer Ray (Kevin Costner) hears a mysterious voice one night in his cornfield saying ""If you build it,...",64431625,Drama,7.5,57,107,117327,TRUE
Harvard Beats Yale 29-29,2008,92,92.79,Kevin Rafferty,,"In November 1968, undefeated Ivy League football teams from Harvard and Yale square off in a historic game in which...",268431,,,,,,FALSE
Heaven Can Wait,1978,89,93.372,Warren Beatty,"Warren Beatty, Julie Christie, Jack Warden, James Mason","Joe Pendleton (Warren Beatty), quarterback for the Los Angeles Rams, is killed in an auto accident. In the afterlife, Joe...",98800000,Comedy,6.9,72,101,21015,TRUE
Diego Maradona,2019,90,94.359,Asif Kapadia,Diego Armando Maradona,...,2645994,,,,,,FALSE
The Way Back,2020,84,98.305,Gavin O'Connor,"Ben Affleck, Al Madrigal, Janina Gavankar, Jeremy Radin","Jack Cunningham was a high school basketball superstar who suddenly walked away from the game for unknown reasons. Years later,...",26524989,Drama,7.3,66,133,115604,TRUE
Dream Horse,2020,89,94.658,Euros Lyn,"Toni Collette, Damian Lewis, Owen Teale, Joanna Page","The film tells the inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan...",6482891,Comedy,6.9,68,113,4894,FALSE
The Color of Money,1986,89,92.993,Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver","Former pool hustler ""Fast Eddie"" Felson (Paul Newman) decides he wants to return to the game by taking a pupil....",52293000,Drama,7,77,119,82079,TRUE
Dogtown and Z-Boys,2001,92,93.83,Stacy Peralta,"Sean Penn, Jay Adams, Tony Alva, Bob Biniak","""Dogtown and Z-Boys,"" directed and co-written by skateboard legend-turned-filmmaker Stacy Peralta, is the story of a group of accidental revolutionaries,...",1600566,,,,,,FALSE
Riding Giants,2004,93,95.416,Stacy Peralta,"Darrick Doerner, Laird John Hamilton, Dave Kalama, Brian L. Keaulana","Part sports history, part thrill ride, skateboarder Stacy Peralta's documentary pays homage to the brave, foolish surfers who dare ride...",3292333,,,,,,FALSE
A Prayer Before Dawn,2017,92,95.16,Jean-St¨¦phane Sauvaire,"Joe Cole, Billy Moore, Pornchanok Mabklang, Panya Yimmumphai","The amazing true story of Billy Moore, an English boxer incarcerated in Thailand's most notorious prison. Thrown into a world...",499527,,,,,,FALSE
Pumping Iron,1977,91,93.988,George Butler,"Arnold Schwarzenegger, Lou Ferrigno, Roger Callard, Franco Columbu",This partly real and partly scripted film documents what many consider to be the golden age of bodybuilding that occurred...,,,,,,,FALSE
Bang the Drum Slowly,1973,92,95.039,John D. Hancock,"Robert De Niro, Michael Moriarty, Vincent Gardenia, Phil Foster","When hotshot pitcher Henry Wiggen (Michael Moriarty) is signed to the New York Mammoths, his confident ways quickly win over...",,,,,,,TRUE
Red Army,2014,92,95.628,Gabe Polsky,"Scotty Bowman, Viacheslav Fetisov, Anatoli Karpov, Alexei Kasatonov","Hockey captain Slava Fetisov and four other players form a nearly unbeatable unit known as the ""Russian Five,"" but their...",803350,,,,,,FALSE
Senna,2010,93,96.967,Asif Kapadia,"Alain Prost, Frank Williams, Ron Dennis, Viviane Senna",Ayrton Senna becomes a three-time Formula One racing champion and Brazil's national hero before his untimely death at age 34....,10924647,,,,,,FALSE
The Crash Reel,2013,96,96.205,Lucy Walker,"Kevin Pearce, Shaun White, Mason Aguirre, Dr. Daniel Amen",Snowboarder Kevin Pearce suffers a traumatic brain injury while training for the 2010 Winter Olympics. His family stands by his...,,,,,,,FALSE
The Damned United,2009,92,97.557,Tom Hooper,"Michael Sheen, Timothy Spall, Jim Broadbent, Stephen Graham",The story of Brian Clough's 44 day stint as manager of Leeds United Football Club takes place in 1974 England....,4199874,,,,,,FALSE
Offside,2006,94,97.178,Jafar Panahi,"Sima Mobarakshai, Safar Samandar, Shayesteh Irani, Mohamad Kheirabadi","Since women are banned from soccer matches, Iranian females masquerade as males so they can slip into Tehran's stadium to...",857282,,,,,,FALSE
No No: A Dockumentary,2014,97,96.466,Jeff Radice,"Larry Demery, Dock Ellis, Ron Howard","Baseball pitcher Dock Ellis had a controversial life and career, once pitching a no-hitter while high on LSD....",,,,,,,FALSE
Lagaan: Once Upon a Time in India,2001,95,96.408,Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne","The year is 1893 and India is under British occupation. In a small village, the tyrannical Captain Russell (Paul Blackthorne)...",,,,,,,FALSE
One Day in September,1999,97,96.329,Kevin Macdonald,"Michael Douglas, Ankie Spitzer, Jamal Al-Gashey, Gerald Seymour","""One Day in September"" is a new kind of thriller - one where real lives are at stake and every...",155158,,,,,,TRUE
Touching the Void,2003,94,97.843,Kevin Macdonald,"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson","In 1985, two young climbers, Joe Simpson (Brendan Mackey) and Simon Yates (Nicholas Aaron), set out to be the first...",15396525,Adventure,8,82,106,35628,FALSE
Deep Water,2006,96,97.735,Louise Osmond,Tilda Swinton,"In 1968, Donald Crowhurst, an inexperienced British sailor, puts up his home as collateral, gains financial backing and enters the...",736762,Drama,5.4,53,115,34865,FALSE
Sugar,2008,92,97.554,Anna Boden,"Algenis Perez Soto, Rayniel Rufino, Andre Holland, Michael Gaston","Like many young men in the Dominican Republic, 19-year-old Miguel ""Sugar"" Santos (Algenis Perez Soto) dreams of winning a slot...",1143922,,,,,,FALSE
The Pride of the Yankees,1942,94,96.277,Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth, Walter Brennan",This moving biographical drama follows the life of revered baseball player Lou Gehrig (Gary Cooper). Championed by sportswriter Sam Blake...,,,,,,,TRUE
The Life and Times of Hank Greenberg,1999,97,98.261,Aviva Kempner,"Hank Greenberg, Alan Dershowitz, Bob Feller, Charlie Gehringer","""The Life and Times of Hank Greenberg"" is a humorous and nostalgic documentary about an extraordinary baseball player who transcended...",1703901,,,,,,FALSE
"Bigger, Stronger, Faster",2008,96,98.58,Christopher Bell,Christopher Bell,This documentary presents the pervasive use of steroids in sports as an indication of the American obsession with winning at...,,,,,,,FALSE
Million Dollar Baby,2004,90,101.375,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie","Frankie Dunn (Clint Eastwood) is a veteran Los Angeles boxing trainer who keeps almost everyone at arm's length, except his...",231928227,Drama,8.1,86,132,675372,TRUE
Breaking Away,1979,95,98.045,Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley","Dave (Dennis Christopher) and his working-class friends Cyril (Daniel Stern), Moocher (Jackie Earle Haley) and Mike (Dennis Quaid) spend their...",20000000,Comedy,7.7,91,101,23441,TRUE
